CVE_ENT,delito,resolucion,ubicacion,productos_servicios,detalles_adicionales
9,EJERCI," 10 AOS,", RESOLUCIN DEL 26 DE DICIEMBRE DE 2013, ASISTENTE DE SERVICIOS, EXISTA UNA CAUSA LEGAL QUE SE LO IMPEDA
9,NO REALIZO LA COMPROBACION,NO REALIZO LA COMPROBACION DE VALES DE GASOLINA," 2012,",NO REALIZO LA COMPROBACION DE VALES DE GASOLINA,NO REALIZO LA COMPROBACION DE VALES DE GASOLINA
9, INDEBIDAMENTE SIMULO," $19,753.00,"," COAHUILA,"," EL PAGO DE CUATRO GIROS TELEGRFICOS,", INDEBIDAMENTE SIMULO
9,COMO," DUPLICADO,"," 2012,"," BOLETOS AREOS IMPROCEDENTES,"," 10 FUERON PAGADOS POR DUPLICADO,"
21,POR NO CUMPLIR CON LA MXIMA DILIGENCIA, FIDEICOMISO, PUEBLA., TRANSFERENCIAS BANCARIAS, LA OMISIN EN LA SUPERVISIN Y VIGILANCIA
9,"OBTUVO UN BENEFICIO ECONOMICO,"," BENEFICIO ECONOMICO,","OBTUVO UN BENEFICIO ECONOMICO,", SERVICIOS QUE NO FUERON DEVENGADOS, NO FUERON DEVENGADOS
27,Autoridad Sancionadora: Secretaria de Contraloria,Autoridad Sancionadora: Secretaria de Contraloria,Autoridad Sancionadora: Secretaria de Contraloria,Autoridad Sancionadora: Secretaria de Contraloria,Autoridad Sancionadora: Secretaria de Contraloria
9,"/CNA015,", UN DAO PATRIMONIAL," DOS MIL ONCE,", BIENES A DIVERSOS PROVEEDORES;, INFORME DE PRESUNTA RESPONSABILIDAD
14, HOSTIGAMIENTO SEXUAL HACIA LOS ALUMNOS., HOSTIGAMIENTO SEXUAL HACIA LOS ALUMNOS., SECRETARA DE EDUCACIN., HOSTIGAMIENTO SEXUAL HACIA LOS ALUMNOS.,"FALTAS DE RESPETO Y DILIGENCIA,"
30,INCIDENTE,INCIDENTE,INCIDENTE DURANTE LA REPARACION, REPARACION DE LA GRUA DE CARGA,INCIDENTE DURANTE LA REPARACION
9," ABUSO DE SU EMPLEO,"," ABUSO DE SU EMPLEO,"," BAJA CALIFORNIA,"," ABUSO DE SU EMPLEO,"," ABUSO DE SU EMPLEO,"
20,INCUMPLIR CON LA MXIMA DILIGENCIA, DAO A LA HACIENDA PBLICA, ESTADO DE OAXACA., HACIENDA PBLICA," OMITIR DETERMINAR E INFORMAR A SUS SUPERIORES,"
9, INCURRIERA," EL PAGO INDEBIDO DE LAS FACTURAS NMEROS 223,", SEDETUR/118/11;, SERVICIO PBLICO;, DIVERSAS DOCUMENTALES
9,INDEBIDAMENTE SUSCRIBI A NOMBRE DE CAPUFE," PENA CONVENCIONAL,", DICTAMEN DEL 14 DE JUNIO DE 2009, FINIQUITO DE OBRA, NO DESCRIBI LOS SALDOS
9,PRETENDIO OBTENER PRESTACIONES ADICIONALES," 20 DOLARES,", 800-04-05-02-01-2011-4804 DE 18 DE FEBRERO DE 2011.," CONTRIBUCIONES AL COMERCIO EXTERIOR,", NO FUE REGISTRADO POR ALGUN OTRO MEDIO
20,EL SERVIDOR PBLICO, CONSANGUINEO, OAXACA., HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA.,EL SERVIDOR PBLICO OBTUVO BENEFICIOS ADICIONALES
9,ERACIN,"
FIRMEZA:", ESTADO POR MINISTERIO DE LEY.," MATERIALES,"," LOS PUNTOS 2, 3 Y 7,"
30,HABERSE EXTRALIMITADO DE SUS FUNCIONES Y FACULTADES, EXTRALIMITADO, EXTRALIMITNDOSE, CUATRO PIEZAS DE TUBERA ALETADA,HABERSE EXTRALIMITADO DE SUS FUNCIONES Y FACULTADES
16,"
FRACCIONES VIOLENTADAS:","
FRACCIONES VIOLENTADAS:", ESTADO DE MICHOACN., NO COLABOR EN LA INTEGRACIN, ART 43 FRACCIONES VII Y IX.
9,"EL  C. CARLOS PAVN SNCHEZ,", INFRINGI, INFRINGI LO DISPUESTO," SERVIDORES PBLICOS,"," FRACCIONES  I, III, XIII Y XXIV"
9,NO SUPERVISO,NO SUPERVISO LOS EXPEDIENTES DE CREDITO,NO SUPERVISO LOS EXPEDIENTES DE CREDITO, EXPEDIENTES DE CREDITO,NO SUPERVISO LOS EXPEDIENTES DE CREDITO
23, ROO.,"
INCUMPLIMIENTO", QUINTANA ROO., SERVIDORES PUBLICOS DEL ESTADO.," I, II, III, IV Y XXX"
9,"
ACOSO SEXUAL","
HOSTIGAMIENTO LABORAL"," JALISCO,","
HOSTIGAMIENTO LABORAL","
HOSTIGAMIENTO LABORAL EN PERJUICIO DE SU PERSONAL,"
9," DELITO DE CONTRA SALUD,"," CONTRA SALUD,", 27 DE ABRIL DE 2019.," CONTRA SALUD,"," CAPTULO I, TITULO SPTIMO"
23," CONTRALORIA MUNICIPAL DE BENITO JAREZ,"," $61,725.60 PESOS"," CONTRALORIA MUNICIPAL DE BENITO JAREZ,", VARIOS INMUEBLES, VARIOS INMUEBLES
9,INCUMPLI CON SU OBLIGACIN,INCUMPLI CON SU OBLIGACIN, GUANAJUATO, VIVIENDA," VIGILANCIA, CONTROL Y SEGUIMIENTO"
21,DIVERSAS IRREGULARIDADES NO DESVIRTUADAS," $3,481,394.57"," PUEBLA,"," $3,481,394.57",DIVERSAS IRREGULARIDADES
19,INCUMPLIMIENTO A SUS OBLIGACIONES,INCUMPLIMIENTO, NUEVO LEN.,INCUMPLIMIENTO,INCUMPLIMIENTO A SUS OBLIGACIONES
30,ACTOS U OMISIONES DE LOS SERVIDORES PBLICOS,ACTOS U OMISIONES DE LOS SERVIDORES PBLICOS, SU GESTIN," COLUMNAS Y ELEMENTOS DE ACERO INOXIDABLE,",ACTOS U OMISIONES DE LOS SERVIDORES PBLICOS
26,INCUMPLI CON SU OBLIGACIN,INCUMPLI CON SU OBLIGACIN, SONORA, VIVIENDA," VIGILANCIA, CONTROL Y SEGUIMIENTO"
9, POBLACIN EN POBREZA PATRIMONIAL., POBLACIN EN POBREZA PATRIMONIAL.,INOBSERVANCIA A LA NORMATIVIDAD, PROGRAMAS DE VIVIENDA,INOBSERVANCIA A LA NORMATIVIDAD
12,INCUMPLI,INCUMPLI, ESTADO DE GUERRERO.,INCUMPLI," VERIFICACIN, SEGUIMIENTO Y CONTROL"
10,OMISION,OMISION, DURANGO., VIVIENDA,OMISION EN EL CUMPLIMIENTO DE SUS OBLIGACIONES
23,"
INCUMPLIMIENTO","
INCUMPLIMIENTO A LO ESTABLECIDO EN EL ART. 47","
ESTADO DE QUINTANA ROO", SERVIDORES PUBLICOS DEL ESTADO.," I, II, IV, XXII Y XXX"
9,OMISION,OMISION,OMISION, VIVIENDA,OMISION
9,INCUMPLI CON SU OBLIGACIN,INCUMPLI CON SU OBLIGACIN, ESTADO DE GUERRERO, VIVIENDA," VIGILANCIA, CONTROL Y SEGUIMIENTO"
9,INCUMPLI CON SU OBLIGACIN,INCUMPLI CON SU OBLIGACIN, CHIAPAS, VIVIENDA," VIGILANCIA, CONTROL Y SEGUIMIENTO"
9,RECIBI," 10'342,694.00", DISTRITO FEDERAL', 'CREACIN DE VALOR, NI REINTEGRARA LOS RECURSOS OTORGADOS
16,INCUMPLI CON SU OBLIGACIN,INCUMPLI CON SU OBLIGACIN, MICHOACAN, VIVIENDA," VIGILANCIA, CONTROL Y SEGUIMIENTO"
30,OMITIO," ""GASTOS DE OFICINA""", RESOLUCIN NUMERO UNCP/309/TU/0418/2012," ""GASTOS DE OFICINA"""," ""HONORARIOS Y SUELDOS Y PRESTACIONES"","
28,INCUMPLI CON SU OBLIGACIN,INCUMPLI CON SU OBLIGACIN, TAMAULIPAS, VIVIENDA," VIGILANCIA, CONTROL Y SEGUIMIENTO"
9,LLEVO A CABO EL PAGO DE SERVICIOS, PAGO DE SERVICIOS SIN QUE EXISTA EL SOPORTE DOCUMENTAL, SIN QUE EXISTA EL SOPORTE DOCUMENTAL, PAGO DE SERVICIOS, SOPORTE DOCUMENTAL
30,DE MANERA IMPROCEDENTE," $398,924,149.03", IIIS-EST-COP-005-10," $398,924,149.03", LOS DICTAMENES TCNICOS
9,INCUMPLI CON SU OBLIGACIN,INCUMPLI CON SU OBLIGACIN, ESTADO DE SONORA, VIVIENDA," VIGILACIA, CONTROL Y SEGUIMIENTO"
14,INCUMPLIMIENTO A SUS OBLIGACIONES,INCUMPLIMIENTO, JALISCO.,INCUMPLIMIENTO,INCUMPLIMIENTO A SUS OBLIGACIONES
9,EJERCICIO INDEBIDO DEL SERVICIO PUBLICO.,EJERCICIO INDEBIDO DEL SERVICIO PUBLICO.,EJERCICIO INDEBIDO DEL SERVICIO PUBLICO., SERVICIO PUBLICO.,EJERCICIO INDEBIDO DEL SERVICIO PUBLICO.
28, AFECTACIN PATRIMONIAL," $1,422,086.00", 963, VALES DE GASOLINA Y DIESEL, INCUMPLIENDO DICHO SERVIDOR PBLICO
1, NDOLE," COORDIANCION ESTATAL PUEBLA,"," PUEBLA,", TOPGRAFOS., LA CONTRATACIN
9,NO SUPERVISAR,NO SUPERVISAR LA VALIDACION," 2008,", CREDITOS PARA VIVIENDA, CARECER DE DIVERSOS DOCUMENTOS;
17,INCUMPLI CON SUS OBLIGACIONES, EJECUCIN DE 100 ACCIONES DE VIVIENDA, MORELOS., VIVIENDA," SEGUIMIENTO, CONTROL Y VIGILANCIA"
9,NO SUPERVISO,NO SUPERVISO LOS EXPEDIENTES DE CREDITO,NO SUPERVISO LOS EXPEDIENTES DE CREDITO, EXPEDIENTES DE CREDITO,NO SUPERVISO LOS EXPEDIENTES DE CREDITO
9, FALTANTE," UN DAO ECONOMICO AL ORGANISMO,"," EL 17 DE JULIO DE 2012,", PAGO DE UNA TRANSFERENCIA," UN DAO ECONOMICO AL ORGANISMO,"
30,SUSCRIBI, DICTAMEN DE CONCILIACIN," UNIDAD DE NORMATIVIDAD Y CONTRATACIONES PUBLICAS,", FINANCIAMIENTO," UNIDAD DE NORMATIVIDAD Y CONTRATACIONES PUBLICAS,"
9," TRAMITACION DEL ASCENSO TEMPORAL DE SU SOBRINO,", ASCENSO TEMPORAL, INMEDIATO," ASCENSO TEMPORAL DE SU SOBRINO,"," ASCENSO TEMPORAL DE SU SOBRINO,"
9,EL C. CARLOS CATAO GONZLEZ, SANCIN," BAJA CALIFORNIA,", SERVIDOR PBLICO," DIECINUEVE Y VEINTE DETERMINACIONES DICTADAS,"
26,INCUMPLI CON SU OBLIGACIN,INCUMPLI CON SU OBLIGACIN," SONORA,", VIVIENDA," VIGILANCIA, CONTROL Y SEGUIMIENTO"
9,AUTORIDAD SANCIONADORA: DIRECCIN DE CUENTA PBLICA, DIRECCIN DE CUENTA PBLICA,AUTORIDAD SANCIONADORA: DIRECCIN DE CUENTA PBLICA, DIRECCIN DE CUENTA PBLICA, DIRECCIN DE CUENTA PBLICA
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
16,OMISION,OMISION, MICHOACAN., EDIFICACION DE 50 UNIDADES BASICAS DE VIVIENDA, FALTA DE COMPROBACION DE SUBSIDIOS FEDERALES
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
9, C.I. EN DELEGACIN GUSTAVO A. MADERO, C.I. EN DELEGACIN GUSTAVO A. MADERO, C.I. EN DELEGACIN GUSTAVO A. MADERO, C.I. EN DELEGACIN GUSTAVO A. MADERO, C.I. EN DELEGACIN GUSTAVO A. MADERO
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
9,ABUS," TOC SU PARTE NTIMA EN LA ENTREPIERNA,"," SALTILLO COAHUILA DE LA SEP,", SU PARTE NTIMA, NO TOM LAS MEDIDAS NECESARIAS PARA PRESERVAR LA INTEGRIDAD
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
12,INCUMPLIMIENTO,INCUMPLIMIENTO, UTILIZNDOLOS," SALUD,CON", UTILIZNDOLOS
13,OMITI,OMITI PRESENTAR EN TIEMPO, ESTADO DE HIDALGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO.
12,INCUMPLIMIENTO,INCUMPLIMIENTO,INCUMPLIMIENTO," $3,887,276.98",INCUMPLIMIENTO
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
9,OBTUVO, BENEFICIOS ADICIONALES," EL ESTADO LE OTORGA,", CHEQUES A SUS LEGTIMO BENEFIARIOS, NO HABER ENTREGADO 24 CHEQUES
21, COMISARIA DE LA CONTRALORIA DEL ESTADO DE PUEBLA, COMISARIA DE LA CONTRALORIA DEL ESTADO DE PUEBLA, PUEBLA, AGUA, COMISARIA DE LA CONTRALORIA DEL ESTADO DE PUEBLA
9,"IBNCUMPLIMIENTO DEL SERVICIO ENCOMENDADO,","IBNCUMPLIMIENTO DEL SERVICIO ENCOMENDADO,",IBNCUMPLIMIENTO, SERVICIO, OMITIO DENUNCIAR
21,NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO
9, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN, C.I. EN DELEGACIN ALVARO OBREGN
21,DERIVADO," $2,913,743.78", PUEBLA.," $2,913,743.78", SIN COMPROBAR NI JUSTIFICAR
21,AUTORIDAD SANCIONADORA:COMISARIA,AUTORIDAD SANCIONADORA:COMISARIA, PUEBLA, AGUA, SANCIONADORA:COMISARIA
21,OMISIN, DIRECTOR JURDICO CONTENCIOSO, SITUACIN PATRIMONIAL., PAGO REALIZADO A LA CONTRATISTA.," AUTORIZAR LAS EROGACIONES DEL PRESUPUESTO,"
21,NO LOS PROPORCIONA,NO LOS PROPORCIONA,NO LOS PROPORCIONA,NO LOS PROPORCIONA,NO LOS PROPORCIONA
9, AFINIDAD, (CUADO), (CUADO), OTORGAMIENTO DE LA PLAZA, UN PARENTESCO POR AFINIDAD (CUADO)
21, 21/100 M.N)," $6,473,226.21", PUEBLA," $6,473,226.21", 9 IRREGULARIDADES QUE FUERON CONTEMPLADAS
9,SOLICITO DINERO," DOS MIL CATORCE,"," ESTADO DE GUERRERO,"," ENTREGARSELO A UNO DE SUS COMPAEROS,"," SU ESPOSA ESTABA ENFERMA,"
9,INDEBIDAMENTE," $9,119,731.94.", VENTANILLA, PENSIONES ALIMENTICIAS, ELABOR 1
9, Contraloria Interna, Contraloria Interna, Delegacion Tlahuac., Contraloria Interna en la Delegacion,Autoridad Sancionadora: Contraloria Interna
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
4,AUTORIZ DE MANERA INDEBIDA,AUTORIZ DE MANERA INDEBIDA,AUTORIZ DE MANERA INDEBIDA, INDEMNIZACIONES,AUTORIZ DE MANERA INDEBIDA
9, ABUSO, ABUSO EN EL EJERCICIO DE SUS FUNCIONES., DOS MIL DIECISEIS, SIETE MAQUINAS DE VIDEO JUEGO ENTRETENIMIENTO," LOGOS Y DISTINTIVOS DE LA POLICA FEDERAL,"
9,OMITIO INGRESAR," $3,192.06", ESTADO DE GUANAJUATO," $3,192.06",OMITIO INGRESAR
9,"EL VEINTISIETE DE ABRIL DE DOS MIL DIECISEIS,"," $37,011.02"," DOS MIL DIECISEIS,"," $37,011.02", REINTEGRO AL ORGANISMO
20," REGISTRADURAS FORNEAS,", FALTANTES DE TREINTA Y TRES LIBROS, OAXACA., LIBROS EXTRAVIADOS., EXISTIR FALTANTES DE TREINTA Y TRES LIBROS
19," ILCITO DE DELITOS ELECTORALES,", -CUATRO AOS-, ESTADO DE NUEVO LEON, PROGRAMAS SOCIALES DEL DIF," LA EXISTENCIA DEL ILCITO DE DELITOS ELECTORALES,"
9,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
22,OMITIR,OMITIR, ESTADO DE QUERTARO,OMITIR,"
ARTCULO Y FRACCIONES INFRINGIDAS:"
9,OMITI RESGUARDAR,OMITI RESGUARDAR, 34/2018, REACTIVOS, CASO PRCTICO
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
13," 2018,", FIRMEZA DE LA SANCIN., HIDALGO.," $796,973.29;", NO HIZO CUMPLIR
9," REALIZ UN TOTAL DE 31 MOVIMIENTOS BANCARIOS,"," $525,686.62,"," NO SE ENCONTRARON DEBIDAMENTE JUSTIFICADOS,"," COBRO DE DIVERSOS CHEQUES,"," NO SE ENCONTRARON DEBIDAMENTE JUSTIFICADOS,"
9,OMITI,OMITI," DOS MIL NUEVE,", DESCARGAS DE DIESEL,OMITI
13,OMITI,OMITI PRESENTAR EN TIEMPO, ESTADO DE HIDALGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO.
21,AUTORIDAD SANCIONADORA: DELEGACION,AUTORIDAD SANCIONADORA: DELEGACION, DELEGACION DE LA CONTRALORIA EN EL SECTOR SALUD., SALUD., DELEGACION DE LA CONTRALORIA EN EL SECTOR SALUD.
9,CELEBRO DOS CONVENIOS MODIFICATORIOS, MAS PESADO, 52, MAZ, DOCUMENTOS COMPROBATORIOS DE LA ENTREGA DE PRODUCTO.
21,SIN ESPECIFICAR,SIN ESPECIFICAR,SIN ESPECIFICAR,SIN ESPECIFICAR,SIN ESPECIFICAR
21,DEPENENCIA:, DOS MIL ONCE., ESTADO DE PUEBLA., AGUA Y SANEAMIENTO, NO DESVIRTU IRREGULARIDADES
21,"NO SUPERVISO, CONTROLO Y DIO SEGUIMIENTO","NO SUPERVISO, CONTROLO Y DIO SEGUIMIENTO", 2012.," LEA,","NO SUPERVISO, CONTROLO Y DIO SEGUIMIENTO"
13,OMITI,OMITI PRESENTAR EN TIEMPO, ESTADO DE HIDALGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO.
21, SOLICIT DINERO DE MANERA INDEBIDA, SOLICIT DINERO DE MANERA INDEBIDA," SUR,", SOLICIT DINERO, RELACIONADO CON SUS FUNCIONES COMO SERVIDOR PBLICO.
14,PARTICIP INDEBIDAMENTE," UN BENEFICIO,", EL ESTADO,PARTICIP INDEBIDAMENTE EN EL PROGRAMA DE PROMOCIN 2010, CONTRAPRESTACIONES COMPROBABLES
9,OMITI,OMITI, ESTADO," ENERGA ELCTRICA,", RECUADADOS
9,"EL 08/10/2010,"," (DINERO EN MINUTOS) WESTERN UNION,"," 08/10/2010,"," $26,334.00,", TELEGRFICA
21,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
9,OBTUVO,OBTUVO BENEFICIOS ADICIONALES,OBTUVO, GASTOS DE HOSPEDAJE Y ALIMENTACIN., PRESENT FACTURAS FALSAS
14,OMISION,OMISION EN LA PRESENTACION DE LA DECLARACION," H AYUNTAMIENTO DE TOTOTLAN, JALISCO", PATRIMONIAL Y DE INTERESES DE CONCLUSIN DEL ENCARGO,OMISION EN LA PRESENTACION DE LA DECLARACION
9,PRESENTO DOCUMENTACION IRREGULAR,PRESENTO DOCUMENTACION IRREGULAR,PRESENTO DOCUMENTACION IRREGULAR, COMPROBAR VIATICOS,PRESENTO DOCUMENTACION IRREGULAR
9, PRESENTO, TREINTA Y DOS FACTURAS, NO RECONOCIERON HABERLAS EXPEDIDO," GASTOS DE ALIMENTACION Y HOSPEDAJE,", NO RECONOCIERON HABERLAS EXPEDIDO
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,"INCONSISTENCIAS DURANTE EL PROCESO DE SOLICITUD,", 16 GRUPOS., 16 GRUPOS.,"INCONSISTENCIAS DURANTE EL PROCESO DE SOLICITUD,","INCONSISTENCIAS DURANTE EL PROCESO DE SOLICITUD,"
8, CHIHUAHUA," 2, 047.087.73,", ESTADO DE CHIHUAHUA., TRANSFERENCIA DE LOS RENDIMIENTOS FINANCIEROS, NO SOLVENT LA OBSERVACIN
13,NO REALIZAR EN TIEMPO,NO REALIZAR EN TIEMPO, ESTADO DE HIDALGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO.,NO REALIZAR EN TIEMPO SU DECLARACIN PATRIMONIAL
19, VIOLACIN, VIOLACIN NO GRAVE," ESTADO DE NUEVO LEN,", VIOLACIN NO GRAVE," 2 FRACCIN XII, 7 TERCER PRRAFO, Y 14"
19, VIOLACIN NO GRAVE, VIOLACIN NO GRAVE," NUEVO LEN,", DOCUMENTACIN, NO FUE LOCALIZADA DOCUMENTACIN
19, VIOLACIN NO GRAVE, VIOLACIN NO GRAVE," NUEVO LEN,", VIOLACIN NO GRAVE, VIOLACIN NO GRAVE
19,HECHOS POR LOS QUE SE IMPUSO LA SANCIN:, INCUMPLIMIENTO DE LOS NUMERALES, GENERAL ZARAGOZA., INCUMPLIMIENTO DE LOS NUMERALES, INCUMPLIMIENTO DE LOS NUMERALES
9," AGARR DE LA CINTURA Y LA BES EN LA BOCA,"," AGARR DE LA CINTURA Y LA BES EN LA BOCA,"," DGOSE,"," BES EN LA BOCA,"," AGARR DE LA CINTURA Y LA BES EN LA BOCA,"
19, VIOLACIN NO GRAVE, VIOLACIN NO GRAVE," ESTADO DE NUEVO LEN,", VIOLACIN NO GRAVE, VIOLACIN NO GRAVE
19, VIOLACIN NO GRAVE, VIOLACIN NO GRAVE," NUEVO LEN,", CONCRETO HIDRULICO, NUMERALES Y LEGISLACIONES.
21,DE LA REVISION AL CONTROL LEGISLATIVO," $23'829,139.89"," SIN COMPROBAR, NI JUSTIFICAR"," $23'829,139.89"," SIN COMPROBAR, NI JUSTIFICAR"
9,DILACION EN LA PUESTA A DISPOSICION,DILACION,DILACION, PROPORCIONAR INFORMACION CARENTE DE VERACIDAD., PROPORCIONAR INFORMACION CARENTE DE VERACIDAD.
19, VIOLACIN NO GRAVE, VIOLACIN NO GRAVE, GENERAL ZARAGOZA., VIOLACIN NO GRAVE, INCUMPLIMIENTO DE LO ESTIPULADO
19,VIOLACIN,VIOLACIN NO GRAVE," ZARAGOZA, NUEVO LEN.", PAGOS,VIOLACIN NO GRAVE DE PAGOS EN EXCESO
19, INCUMPLIMIENTO, SANCIN:, GENERAL ZARAGOZA.," INFORMACIN FINANCIERA Y DE LOS FORMATOS,", INCUMPLIMIENTO
19, VIOLACIN NO GRAVE, VIOLACIN NO GRAVE," ESTADO DE NUEVO LEN,", VIOLACIN NO GRAVE, VIOLACIN NO GRAVE DE LOS NUMERALES 184 Y 185
19,VIOLACIN NO GRAVE,VIOLACIN NO GRAVE, GENERAL ZARAGOZA.,VIOLACIN NO GRAVE, DERIVADO DEL ANLISIS DE LA CUENTA PBLICA 2017
19,VIOLACIN,VIOLACIN NO GRAVE," ZARAGOZA, NUEVO LEN.", PAGOS,VIOLACIN NO GRAVE DE PAGOS EN EXCESO
19,VIOLACIN,VIOLACIN NO GRAVE," ZARAGOZA, NUEVO LEN.", PAGOS,VIOLACIN NO GRAVE DE PAGOS EN EXCESO
4,TO, INTIMIDACIN, CAMPECHE, BIENES DE DEMONIO DE LA FEDERACIN., LAS CONSTANCIAS QUE OBRAN
19,HECHOS POR LOS QUE SE IMPUSO LA SANCIN:, SANCIN:," ESTADO DE NUEVO LEN,", INCUMPLIMIENTO, INCUMPLIMIENTO
9,OMITIO, DAO, UN DAO POR DICHA CANTIDAD., GUARDA Y CUSTODIA DE VALES DE DESPENSA,OMITIO ADOPTAR LAS MEDIDAS NECESARIAS
9," INSTITUTO TECNOLOGICO DE OAXACA,", ADSCRITA," OAXACA,"," INSTITUTO TECNOLOGICO DE OAXACA,", INTERES PERSONAL EN EL CASO.
17,DEPENDENCIA:, EJECUTORIA POR MINISTERIO DE LEY.," ESTADO DE MORELOS,"," 2021,", CAUS EJECUTORIA POR MINISTERIO DE LEY.
9,NO DEPOSIT,NO DEPOSIT LA COBRANZA DE LAS TIENDAS,NO DEPOSIT,NO DEPOSIT LA COBRANZA,NO DEPOSIT LA COBRANZA DE LAS TIENDAS
9, REALIZ AL VENTA DE DESPENSAS,NO DEPOSIT LA COBRANZA,NO DEPOSIT, VENTA DE DESPENSAS, REALIZ AL VENTA DE DESPENSAS
9,REALIZO SIN JUSTIFICACION NI COMPROBACION ALGUNA, PAGO DE LA NOMINA ORDINARIA, 014882570121113109, PAGO DE LA NOMINA ORDINARIA, 19 RETIROS
9,OBTENCIN DE BENEFICIOS ADICIONALES," ""HOLPECHEN""."," ""HOLPECHEN""."," DESCARGAR UNA TARJETA DE DIESEL AGROPECUARIO,",OBTENCIN DE BENEFICIOS ADICIONALES
2, VIOLENTADAS:, DAO PATRIMONIAL, BAJA CALIFORNIA., USO DE DIFERENTES ATRACCIONES,"
ARTCULO Y FRACCIONES VIOLENTADAS:"
9,OMITIO REPORTAR QUE UN SUBORDINADO," BAJA CORRESPONDIENTE,"," TRAMITARA LA BAJA CORRESPONDIENTE,"," PAGOS POR CONCEPTO DE NOMINA,", INFORMACION CONTRADICTORIA
9,EL CIUDADANO, TREINTA MIL PESOS, FECHA RETROACTIVA., INSTALACIN DE CMARAS, LA INSTALACIN DE CMARAS CON FECHA RETROACTIVA.
9,OBTUVO," $154,993.20,", ESTADO LE OTORGA," $154,993.20,"," DIVERSOS CHEQUES,"
9, ABUSO DEL SERVICIO, ABUSO DEL SERVICIO," 2011,", ABUSO DEL SERVICIO, ABUSO DEL SERVICIO QUE LE FUE ENCOMENDADO
9," SEGUNDO SEMESTRE DE LA ESPECIALIDAD DE ADMINISTRACION,", UN CUARTO," SEGUNDO SEMESTRE DE LA ESPECIALIDAD DE ADMINISTRACION,"," LA ROPA,"," QUITA LA ROPA,"
